,seq,time
0,the,255024600
1,hes,573939400
2,esh,572179600
3,shu,1351202300
4,hut,1730068100
5,utt,632113700
6,ttl,253062200
7,tle,501936800
8,ler,882455200
9,ere,570145900
10,rea,127657400
11,eac,318039300
12,ach,317987800
13,che,192054300
14,hed,380057100
15,edt,442501500
16,dth,317461700
17,the,317065900
18,hei,761913000
19,eip,699711600
20,ipl,381907400
21,pls,567054300
22,lsa,814124000
23,sat,691962800
24,ate,317993200
25,tel,318015700
26,ell,316986800
27,lli,188053900
28,lit,252927600
29,ite,315943700
30,tei,252002200
31,ein,316093700
32,ino,501999300
33,non,501819900
34,onl,316564700
35,nly,252699100
36,lya,315088200
37,yaf,635082000
38,afe,570936400
39,few,315116500
40,ewh,504062200
41,who,377800500
42,hou,253987000
43,our,318043900
44,urs,318995100
45,rsi,510955800
46,sin,381995800
47,int,255016400
48,nte,317989800
49,ter,251990200
50,erp,314035200
51,rpl,441993900
52,pla,381967200
53,lan,383050200
54,ane,381006900
55,net,380004800
56,eta,510007400
57,tar,447908600
58,ary,379993100
59,ryl,503009500
60,yla,505018400
61,lar,698039900
62,aru,889043200
63,run,634043600
64,unc,380009100
65,nch,253918200
66,chw,696898000
67,hwa,633077500
68,was,252981500
69,asa,444955800
70,sac,1013067600
71,aci,945911600
72,cit,378967200
73,ity,316061800
74,tyo,317065900
75,yof,382064300
76,oft,441933900
77,fth,380004100
78,thr,319098100
79,hre,318506900
80,ree,318569700
81,eet,381955500
82,eth,318989100
83,tho,192130300
84,hou,191976100
85,ous,382502900
86,usa,381562000
87,san,317015900
88,and,317062900
89,ndi,379953800
90,din,376943800
91,inh,374028700
92,nha,312968500
93,hag,383006600
94,agi,446052400
95,git,567043200
96,ita,568026000
97,tan,254891000
98,ant,318913400
99,nts,445034800
100,tsb,1263983500
101,sbr,1264167900
102,bre,317999200
103,rea,190811400
104,eag,377114200
105,agi,375065800
106,gin,252020700
107,ing,381958700
108,ngo,1206943900
109,gox,1269035200
110,oxy,507921300
111,xyg,510015600
112,yge,446118500
113,gen,254083700
114,enf,440896700
115,nfr,504944000
116,fro,255015500
117,rom,125971400
118,omt,246952800
119,mth,312006400
120,the,251629400
121,hep,316507800
122,epl,381970300
123,pla,316996900
124,lat,382001600
125,atn,383063100
126,tnt,1276001000
127,nth,1275008600
128,tha,254984900
129,hat,251943100
130,ata,439068700
131,tal,377988300
132,als,376891100
133,lso,563068000
134,sof,690217400
135,ofe,692938300
136,fed,442824600
137,edt,382037500
138,dth,318027100
139,the,254993700
140,hem,319128500
141,emd,505961900
142,mdr,503920800
143,dri,316968300
144,rin,380944700
145,ink,380041500
146,nki,252983200
147,kin,253996900
148,ing,315997800
149,ngw,379083100
150,gwa,318026600
151,wat,317934600
152,ate,317997900
153,ter,252965400
154,ert,381995200
155,rth,383010600
156,tha,255029100
157,hat,255061600
158,ath,503090600
159,tha,439955700
160,had,378852700
161,ada,570085000
162,dal,382025700
163,alr,318471900
164,lre,317488100
165,rea,189984200
166,ead,319010100
167,ady,509114700
168,dyp,634006800
169,ypa,441931500
170,pas,189029000
171,ass,314950200
172,sse,314029800
173,sed,378947900
174,edt,443952300
175,dth,319118400
176,tho,255086600
177,hor,317004300
178,oru,507940000
179,ruf,572965000
180,ufh,447041700
181,fht,1016997900
182,hth,950003200
183,the,631114100
184,hei,695948300
185,eir,317615700
186,irb,766633700
187,rbo,766966800
188,bod,255266600
189,odi,254914100
190,die,255732400
191,ies,254811800
192,est,382976700
193,ste,512161000
194,ten,509004500
195,ent,635063500
196,nth,572020400
197,tho,317040900
198,hou,252016600
199,ous,632880900
200,usa,761884900
201,san,382002400
202,and,319095300
203,ndt,953029300
204,dti,887051400
205,tim,189128200
206,ime,126890000
207,mes,188974900
208,esl,442130200
209,sli,379867600
210,liv,254906500
211,ivi,381154100
212,vin,318048200
213,ing,252925700
214,ngo,315920700
215,gon,315928200
216,onl,251095200
217,nly,313062400
218,lyt,441903200
219,yto,381033900
220,tos,381084100
221,ose,446912000
222,ser,192146400
223,erv,318194700
224,rvi,445819000
225,vic,255830600
226,ice,381946800
227,cet,442966200
228,eth,316092300
229,the,255067400
230,het,319514100
231,etu,382573300
232,tug,509103600
233,uge,446030200
234,ges,319911000
235,est,953957800
