,seq,time
0,tel,186377900
1,ell,187372600
2, ,0
3,fin,185034700
4,ind,186368500
5, ,0
6,not,187396600
7,oth,188536700
8,thi,186741700
9,hin,249129800
10,ing,186767400
11, ,0
12,run,311176100
13, ,0
14,tot,186921800
15,ota,186124800
16,tal,123769800
17, ,0
18,rep,186397700
19,epr,247400900
20,pre,185195300
21,res,253123200
22,ese,254870800
23,sen,189103200
24,ent,249376300
25, ,0
26,hum,310315300
27,uma,185907400
28,man,184965500
29, ,0
30,des,1243090000
31,esc,1681569000
32,scr,747245400
33,cri,245450800
34,rib,678471800
35,ibe,618420400
36, ,0
37,why,247746200
38, ,0
39,ste,310668900
40,tea,187557100
41,eam,248713700
42, ,0
43,gro,250362700
44,rou,124803600
45,oun,248177700
46,und,249847700
47, ,0
48,spo,372134500
49,pok,2175486300
50,oke,2858716000
51, ,0
52,roo,248706900
53,oom,312217000
54, ,0
55,bod,187080800
56,ody,186583100
57, ,0
58,som,186404200
59,ome,188115800
60, ,0
61,cap,123721800
62,apt,248080700
63,pta,309709200
64,tai,186054600
65,ain,124317300
66, ,0
67,obj,310425800
68,bje,309956600
69,jec,309149600
70,ect,371681900
71, ,0
72,mas,184691100
73,ass,248019900
74, ,0
75,hai,249614300
76,air,310213200
77, ,0
78,mak,124770000
79,ake,249090300
80, ,0
81,ang,622413100
82,nge,187694300
83,ger,248938900
84, ,0
85,wif,2175289600
86,ife,3985012600
87, ,0
88,wea,2104163700
89,eat,681534400
90,ath,993756100
91,the,683011300
92,her,250216800
93, ,0
94,dry,311338700
95, ,0
96,bat,252379600
97, ,0
98,fre,310351700
99,ree,312587000
100, ,0
101,tin,252653200
102,iny,316117800
103, ,0
104,hea,124553100
105,ead,432810700
106, ,0
107,sel,249612500
108,ell,311701900
109, ,0
110,gov,310551800
111,ove,309403900
112,ver,247025700
113,ern,248235100
114, ,0
115,fou,187573500
116,oun,248784200
117,und,248103300
118, ,0
119,sma,250923600
120,mal,187660400
121,all,187237300
122, ,0
123,lea,188518000
124,eas,185554400
125,ast,617188600
126, ,0
127,ban,685679000
128,ank,682796500
129, ,0
130,ser,442523200
131,erv,692292100
132,rve,374849500
133, ,0
134,hit,186835100
135, ,0
136,fel,250685800
137,elt,250797600
138, ,0
139,cou,124656800
140,our,186684600
141,urs,310830300
142,rse,311179000
143, ,0
144,sho,123996700
145,hou,186544100
146,oul,247334500
147,uld,246838200
148, ,0
149,inc,314130700
150,nch,313827700
151, ,0
152,par,249756700
153,ara,311313500
154,rag,561062000
155,agr,623243500
156,gra,311023400
157,rap,373648100
158,aph,499180300
159, ,0
160,bel,188176700
161,ell,246556400
162, ,0
163,fin,247199100
164,ina,307097900
165,nal,184255900
166, ,0
167,res,125111000
168,est,248613600
169, ,0
170,cas,249926400
171,ase,309727100
172, ,0
173,pla,311260600
174,lan,186037600
175, ,0
176,shi,375989100
177,hip,435988600
178, ,0
179,tog,248800100
180,oge,372717100
181,get,373913400
182,eth,312687800
183,the,249946000
184,her,186402300
185, ,0
186,suf,249004800
187,uff,247935800
188,ffi,246419100
189,fix,248072300
190, ,0
191,hur,313322100
192,urr,313364500
193,rry,312506500
194, ,0
195,tal,185026400
196,all,247339400
197, ,0
198,wha,248045000
199,hat,313615300
200, ,0
201,yes,434583100
202, ,0
203,cen,247781800
204,ent,124786500
205, ,0
206,fin,188164000
207,ing,249018200
208,nge,248780000
209,ger,251052300
210, ,0
211,col,248438500
212,olo,309654300
213,lor,184852300
214, ,0
215,slo,187117100
216,low,187789600
217, ,0
218,aga,310903800
219,gai,123191400
220,ain,185594600
221,ins,310861100
222,nst,498190000
223, ,0
224,sen,185445900
225,ent,250402800
226,nte,188142600
227,ten,247365000
228,enc,313141600
229,nce,313863700
230, ,0
231,ele,1986441400
232,lec,374671300
233,ect,437177300
234,ctr,494622000
235,tri,431202100
236,ric,308933800
237, ,0
238,sub,312052600
239,ubt,498253400
240,btr,498040000
241,tra,372938300
242,rac,373345100
243,act,310140600
244, ,0
245,sur,249243400
246,urf,436651600
247,rfa,374032700
248,fac,310775300
249,ace,436081700
250, ,0
251,hav,184321500
252,ave,185645700
253, ,0
254,lay,125293000
255, ,0
256,ski,249618500
257,kin,309231000
258, ,0
259,sil,247950700
260,ile,373128400
261,len,435028500
262,ent,248167000
263, ,0
264,abo,249586200
265,bov,679325800
266,ove,683135100
267, ,0
268,sim,249089000
269,imp,310993700
270,mpl,310113800
271,ple,247595400
272, ,0
273,sub,185588200
274,ubs,371940500
275,bst,432813600
276,sta,308476000
277,tan,562724200
278,anc,564799300
279,nce,436955900
280, ,0
281,sky,372701900
282, ,0
283,bui,124942700
284,uil,123731100
285,ild,249346800
286, ,0
287,sca,311380500
288,cal,186912200
289,ale,185770900
290, ,0
291,fal,245986800
292,all,245801300
293, ,0
294,kil,1549257200
295,ill,372283300
296, ,0
297,pro,185301100
298,rov,183390100
299,ove,248942400
300, ,0
301,sep,250167400
302,epa,373158700
303,par,309509900
304,ara,1241876900
305,rat,1302020700
306,ate,370511800
307, ,0
308,for,187925400
309,orc,373337200
310,rce,496179500
311, ,0
312,les,187335900
313,ess,248575700
314, ,0
315,dow,187368700
316,own,186941900
317, ,0
318,hol,307523300
319,old,309356000
320, ,0
321,pla,249307400
322,lan,310067700
323,ane,310292500
324,net,438148600
325, ,0
326,als,559788700
327,lso,374568100
328, ,0
329,dur,125588600
330,uri,187880800
331,rin,250592800
332,ing,125705900
333, ,0
334,flo,248937800
335,low,312874400
336, ,0
337,cam,1058628000
338,amp,1058731300
339, ,0
340,ind,311328300
341,ndu,314505100
342,dus,254158200
343,ust,372941200
344,str,433328200
345,try,249365100
346, ,0
347,wat,185959900
348,ate,310985300
349,ter,251229100
350, ,0
351,lie,249514600
352, ,0
353,cam,125350200
354,ame,248754700
355, ,0
356,sti,746191600
357,til,683703600
358,ill,312708200
359, ,0
360,afr,435006800
361,fra,435474100
362,rai,246411400
363,aid,370415300
364, ,0
365,len,246671700
366,eng,309192900
367,ngt,434297100
368,gth,869666600
369, ,0
370,box,188196000
371, ,0
372,rad,435766100
373,adi,435598100
374,dio,187500500
375, ,0
376,son,186670000
377,ong,186627000
378, ,0
379,sec,371273600
380,ect,371863900
381,cti,185836800
382,tio,62943700
383,ion,124343500
384, ,0
385,bur,994659200
386,urn,809350000
387, ,0
388,fir,187397200
389,ire,250656400
390, ,0
391,dif,372755900
392,iff,311007100
393,ffi,248718800
394,fic,247676500
395,icu,372008200
396,cul,745149800
397,ult,807967800
398, ,0
399,sam,373492900
400,ame,1183335900
401, ,0
