,seq,time
0,the,252950400
1,hes,760030900
2,esh,886360300
3,shu,314052300
4,hut,379801300
5,utt,444704100
6,ttl,316663300
7,tle,379144000
8,ler,1455542700
9,ere,1328159300
10,rea,316525600
11,eac,442750600
12,ach,440857100
13,che,311752500
14,hed,1386459900
15,edt,1518102900
16,dth,380574900
17,the,315032900
18,hei,818622600
19,eip,1012605000
20,ipl,571916400
21,pls,1628818300
22,lsa,1630840400
23,sat,319892300
24,ate,510048100
25,tel,571954300
26,ell,636014200
27,lli,885855200
28,lit,566744100
29,ite,314408800
30,tei,1698501200
31,ein,1698116200
32,ino,501131000
33,non,564277900
34,onl,563054900
35,nly,438908200
36,lyf,1011484200
37,yfe,948221100
38,few,312905200
39,ewh,754420700
40,who,632063300
41,hou,378844000
42,our,500858600
43,urs,631608900
44,rsi,2717856100
45,sin,2462720100
46,int,509640200
47,nte,573985700
48,ter,383074700
49,erp,1334736500
50,rpl,1333800700
51,pla,381162000
52,lan,506175200
53,ane,506238100
54,net,1520126500
55,eta,1453102800
56,tar,250003300
57,ary,508958000
58,ryl,1975580100
59,yla,1783552200
60,lau,317934100
61,aun,319081700
62,unc,948540700
63,nch,947576700
64,chw,1519719600
65,hwa,1520569200
66,was,442966500
67,asa,756225400
68,sac,1141193300
69,aci,763026700
70,cit,378563400
71,ity,505576400
72,tyo,2084484100
73,yof,1956495700
74,oft,313190900
75,fth,315179500
76,thr,253193900
77,hre,698659900
78,ree,761564500
79,eet,1841224700
80,eth,1844443800
81,tho,318983200
82,hou,443902400
83,ous,757711000
84,usa,626584300
85,san,247900600
86,and,379904600
87,ndi,2287499600
88,din,2097302000
89,inh,445375100
90,nha,506490800
91,hab,439011400
92,abi,439946000
93,bit,379463500
94,ita,381563000
95,tab,383035200
96,abn,1523601400
97,bnt,1969181800
98,nts,1260147600
99,tsb,2333975900
100,sbr,1774459700
101,bre,189123800
102,rea,441371300
103,eat,508040100
104,ath,508856500
105,thi,633993900
106,hin,443119100
107,ing,254142200
108,ngo,2277317000
109,gox,2276337600
110,oxy,573656200
111,xyg,699594600
112,yge,381072100
113,gen,382089200
114,enf,633519100
115,nfr,567604600
116,fro,250913900
117,rom,314981200
118,omt,1895252100
119,mth,1771030700
120,the,318987500
121,hep,570032700
122,epl,504583300
123,pla,313621900
124,lan,376993400
125,ant,437909800
