,seq,time
0,the,251200800
1,hes,377424300
2,esh,438912700
3,shu,374517600
4,hut,311208600
5,utt,316263100
6,ttl,314750300
7,tle,250866600
8,ler,1393435100
9,ere,1329488400
10,rea,187976700
11,eac,443856200
12,ach,573967300
13,che,380179000
14,hed,376068400
15,edt,507019900
16,dth,319045000
17,the,187981400
18,hei,440166600
19,eip,503885400
20,ipl,439730000
21,pls,502214800
22,lsa,565015700
23,sat,562800800
24,ate,374871200
25,tel,311949000
26,ell,309228100
27,lli,249152900
28,lit,313997300
29,ite,313905600
30,tei,312911300
31,ein,373972500
32,ino,497020100
33,non,499037200
34,onl,313523700
35,nly,314532600
36,lya,381033600
37,yaf,888008500
38,afe,945938800
39,few,310946900
40,ewh,755024800
41,who,882085800
42,hou,252035700
43,our,375916400
44,urs,500983900
45,rsi,502512100
46,sin,442513000
47,int,252066500
48,nte,250098700
49,ter,254052700
50,erp,378032500
51,rpl,501991900
52,pla,311864500
53,lan,371905200
54,ane,500076600
55,net,435994700
56,eta,561988400
57,tar,499995300
58,ary,372903500
59,ryu,187299500
60,yul,444083600
61,ula,568924300
62,lau,433914300
63,aun,498825500
64,unc,317095300
65,nch,379006500
66,chw,569009600
67,hwa,381081700
68,was,378962300
69,asa,950465400
70,sac,1016540300
71,aci,507015200
72,cit,316859900
73,ity,314846100
74,tyo,376041200
75,yof,378988600
76,oft,442993100
77,fth,504631400
78,thr,562618500
79,hre,562012900
80,ree,379135300
81,eet,383132300
82,eth,379031100
83,tho,248954800
84,hou,253023000
85,ous,379984100
86,usa,377921200
87,san,316050400
88,and,317063500
89,ndi,571007200
90,din,569980700
91,inh,507035400
92,nha,381901000
93,hab,502983900
94,abi,502967100
95,bit,317051000
96,ita,315096700
97,tan,250231200
98,ant,361978300
99,nts,358780600
100,tsb,1004123300
101,sbr,1068871900
102,bre,374937700
103,rea,251035900
104,eat,441998800
105,ati,441957600
106,tin,250947600
107,ing,311070400
108,ngo,1127038600
109,gox,1321034600
110,oxy,568942400
111,xyg,690947200
112,yge,629194700
113,gen,317070400
114,enf,440819500
115,nfr,437938600
116,fro,250035500
117,rom,127150300
118,omt,253067600
119,mth,313802700
120,the,250884300
121,hep,314022200
122,epl,377162400
123,pla,316053600
124,lan,503900000
125,ant,568018200
126,nts,446945300
127,tst,698938500
128,sth,506013400
129,tha,189034700
130,hat,189989100
131,ata,315972800
132,tal,379016300
133,als,317182100
134,lso,316973600
135,sof,444033700
136,ofe,444994900
137,fed,443836100
138,edt,502220000
139,dth,375018900
140,the,562832900
141,hem,626934500
142,emd,761056700
143,mdr,698093200
144,dri,314721700
145,rin,628782100
146,ink,692030500
147,nki,377963000
148,kin,254055300
149,ing,253954400
150,ngw,505864800
151,gwa,505994800
152,wat,379018300
153,ate,380029500
154,ter,314046100
155,ert,373055800
156,rth,435970800
157,tha,309096500
158,hat,310972800
159,ath,753856800
160,tha,690061200
161,had,503999400
162,ada,630917400
163,dal,377953800
164,alr,317021500
165,lre,254133500
166,rea,192058800
167,ead,377854500
168,ady,562101500
169,dyp,627025000
170,ypa,441900100
171,pas,254031900
172,ass,319064000
173,ssw,381117800
174,swe,1065179500
175,wed,1127589500
176,edt,752225800
177,dth,692610500
178,thr,699853100
179,hro,633934700
180,rou,187945700
181,oug,627051200
182,ugh,881144000
183,ght,1081947700
184,hth,893771900
185,the,502179100
186,hei,501187000
187,eir,316871500
188,irb,758873400
189,rbo,633129100
190,bod,254080900
191,odi,316888600
192,die,317005000
193,ies,252087200
194,est,314996900
195,ste,820857500
196,ten,757986200
197,enm,190260100
198,nmt,377033700
199,mth,565805000
200,tho,313936000
201,hou,248941200
202,ous,692194300
203,usa,759268700
204,san,316045000
205,and,309926100
206,ndt,500026700
207,dti,440033200
208,tim,247933100
209,ime,185935500
210,mes,188010700
