,seq,time
0,the,253573800
1,hes,764021000
2,esh,889680000
3,shu,503722200
4,hut,506037400
5,utt,381962000
6,ttl,2606727100
7,tle,2544744600
8,ler,1841213400
9,ere,1904268100
10,rea,699114100
11,eac,1077662600
12,ach,760548700
13,che,379939500
14,hed,505565800
15,edt,2670975700
16,dth,2481259100
17,the,891550800
18,hei,1336558700
19,eip,694914800
20,ipl,372360300
21,pls,1899635500
22,lsa,1840742800
23,sat,317263500
24,ate,378627100
25,tel,568862900
26,ell,445105200
27,lli,380509200
28,lit,505518000
29,ite,3103031700
30,tei,2976922400
31,ein,759920800
32,ino,1070583600
33,non,688630500
34,onl,502921300
35,nly,504668600
36,lya,1142746700
37,yaf,1142060600
38,afe,316017900
39,few,761591800
40,ewh,1141676700
41,who,508205300
42,hou,442989600
43,our,569504000
44,urs,635691700
45,rsi,2540150500
46,sin,2283113500
47,int,504482000
48,nte,442118400
49,ter,377637500
50,erp,633917300
51,rpl,573706600
52,pla,380731800
53,lan,505013800
54,ane,568062200
55,net,568060400
56,eta,572080100
57,tar,506035200
58,ary,441087900
59,ryl,1843394200
60,yla,1841296200
61,lau,443635600
62,aun,507649400
63,unc,761920400
64,nch,572004000
65,chw,1523739600
66,hwa,1649636500
67,was,378919100
68,asa,443925400
69,sac,887782700
70,aci,824911200
71,cit,380038100
72,ity,506553600
73,tyo,1778170600
74,yof,1712510100
75,oft,629657000
76,fth,505684400
77,thr,277167800
78,hre,583810900
79,ree,684592300
80,eet,1072030300
81,eth,950031900
82,tho,441001400
83,hou,631111900
84,ous,380028900
85,usa,252487500
86,san,377631700
87,and,629058800
88,ndi,1774165000
89,din,1521084500
90,inh,442974200
91,nha,380998200
92,hab,379980500
93,abi,505677800
94,bit,379557000
95,ita,318960700
96,tan,444027500
97,ant,632063500
98,nts,889143900
99,tsb,2344270000
100,sbr,2153097800
101,bre,635038000
102,rea,509088400
103,eat,316020200
104,ath,313981200
105,thi,444021700
106,hin,503205300
107,ing,440173300
108,ngo,2482435300
109,gox,2480409700
110,oxy,378976700
111,xyg,444946500
112,yge,444133400
113,gen,380054700
114,enf,1521548500
115,nfr,1394116300
116,fro,254625000
117,rom,383148200
118,omt,1589658200
119,mth,1587629600
120,the,379604000
121,hep,505587300
122,epl,442895700
123,pla,317012600
124,lan,317039200
125,ant,381660300
126,nts,1720689400
127,tst,1966741500
128,sth,691693200
129,tha,318024300
130,hat,319041600
131,ata,575495400
132,tal,638620900
133,alo,443989400
134,loo,3871967900
135,oof,5080172500
136,ofe,1459113800
137,fed,378108300
138,edt,889585700
139,dth,701489800
140,the,255960500
141,hem,637574300
142,emd,2355067200
143,mdr,2159539100
144,dri,760051600
145,rin,638065900
146,ink,635141300
147,nki,635063200
148,kin,384098600
149,ing,381366700
150,ngw,1645872900
151,gwa,1644532800
152,wat,313970600
153,ate,316624300
154,ter,445585000
155,ert,508961800
156,rth,381073600
157,tha,254990800
158,hat,318483800
159,ath,1396124700
160,tha,1267568800
161,has,381045600
162,asa,2221136600
163,sal,2030087200
164,alr,319936600
165,lre,1204581700
166,rea,1331161800
167,ead,760600600
168,ady,633981000
169,dyp,2929668200
170,ypa,2864736900
171,pas,698599500
172,ass,696604200
173,sse,435896000
174,sed,565043500
175,edt,1847921200
176,dth,1785768600
177,thr,319004700
178,hro,1199494700
179,rou,1388758600
180,oug,763297500
181,ugh,639100600
182,ght,1523592400
183,hth,1458483800
184,the,315959400
185,hei,316963000
186,eir,381993900
187,irb,1903831900
188,rbo,1838852500
189,bof,379058900
190,ofi,1528239100
191,fis,2413792800
192,ist,3041632700
193,ste,2221044300
194,ten,444144700
195,ent,438197800
196,nth,565200100
197,tho,441900600
198,hou,381772000
199,ous,575572900
200,usa,511644700
201,san,318968000
202,and,633885300
203,ndt,1968294800
204,dti,1588231800
205,tim,316936500
206,ime,631701300
207,mes,2095224800
208,esl,2412695600
209,sli,1331744000
210,liv,1142103700
211,ivi,633474400
212,vin,252972300
213,ing,379618200
214,ngo,956151100
215,gon,1017729700
216,onl,568088100
217,nly,758960400
218,lyt,759210900
219,yto,505262400
220,tos,760043200
221,ose,887912500
222,ser,568907400
223,erv,566092200
224,rvi,504992500
225,vic,380999800
226,ice,444140200
227,cet,1900963300
228,eth,1897930700
229,the,376936800
230,hee,251073500
231,eet,311978500
232,etu,441562400
233,tug,635601600
234,ugs,1779454600
235,gst,1717093700
236,sth,445553400
237,tha,253014000
238,hat,316046700
239,atd,634611700
240,tdi,571518700
241,did,378942000
242,ida,1581575300
243,dal,1581623100
244,all,442666500
245,llt,444560000
246,lth,443876900
247,the,316969700
248,heo,2093345600
249,eox,2093153400
250,oxw,696461100
251,xwo,761682300
252,wor,318911300
253,ork,505712900
254,rki,1772453200
255,kin,1582569300
256,int,380940700
257,nth,316901500
258,the,316563000
259,hes,636700300
260,eso,764045400
261,sol,570152800
262,ola,442289000
263,lar,566025000
264,ars,1513023400
265,rsy,1266168800
266,sys,319116800
267,yst,884971800
268,ste,884066700
269,tem,504240000
270,ema,1776220200
271,man,1587188900
272,and,316642400
273,ndt,443486400
274,dth,442052700
275,the,378130000
276,hes,1645993600
277,esh,1647066000
278,shu,504105400
279,hut,568542600
280,utt,441408600
281,ttl,375021900
282,tle,313109200
283,les,508022800
284,est,1974123800
285,sth,1783084800
286,tha,381941100
287,hat,443511300
288,att,1077550400
289,tto,1016699300
290,too,381673400
291,ook,568910300
292,okt,1014501700
293,kth,827531000
294,the,255955200
295,hei,255110100
296,eir,510173000
297,irc,1969743400
298,rca,1777728400
299,car,444492600
300,arg,1018442500
301,rgo,827650800
302,goe,312713500
303,oes,502995700
304,esa,2099725900
305,san,1973818200
306,and,381066400
307,ndp,569954800
308,dpa,569040400
309,pas,443081200
310,ass,380964300
311,sse,379935400
312,sen,443100400
313,eng,633212200
314,nge,571033000
315,ger,318135300
316,ers,1899432000
317,rsb,1900192400
318,sba,317994900
319,bac,444663100
320,ack,572625100
321,ckt,636180300
322,kto,566630500
323,tot,1381022200
324,oth,1384439400
325,the,378026200
326,hee,570065400
327,eea,633474600
328,ear,1079090700
329,art,952599200
330,rth,507952900
331,thh,445944000
332,hho,1139609300
333,hor,1392196200
334,ort,568611600
335,rth,315108200
336,the,189914300
337,hem,571859400
338,emo,762059700
339,moo,507143200
340,oon,505038300
341,oni,1644040500
342,nit,1455121700
343,itw,891005000
344,twa,955645800
345,was,444490900
346,asa,1718656000
347,saw,2163495700
348,awo,760630300
349,wor,249039000
350,orl,1015566600
351,rld,955496700
352,ldw,2724608500
353,dwh,2786827400
354,whe,317237000
355,her,381985800
356,ere,1452152100
357,reb,2591187500
358,ebr,1580030900
359,bri,434403100
360,rie,436670600
361,ief,506127300
362,efl,949692700
363,fly,755802700
364,lye,1969369400
365,yen,2036250300
366,end,1076432900
367,nde,1013704800
368,der,440970700
369,erf,1586358200
370,rfe,1400085800
371,fel,317593300
372,elt,503962000
373,lta,1392646800
374,tat,1394919000
375,ath,691699500
376,tho,566563200
377,hom,381036500
378,ome,632364700
379,mes,1649913500
380,esi,1271530100
381,sin,254961400
382,inc,318059000
383,nce,375966700
384,cei,2150269900
385,eit,2028386900
386,its,1141137900
387,tsf,1331272400
388,sfl,573167800
389,flo,506170900
390,loo,374982500
391,oor,314553400
392,ors,1018602400
393,rsp,1019410500
394,spl,1774123900
395,plo,1773590600
396,lop,572779700
397,ope,570611800
398,ped,440768700
399,edu,2281203800
400,dup,2218248500
401,upw,634469900
402,pwa,699468800
403,war,509098700
404,ard,1396423600
405,rda,1397276200
406,das,699997900
407,ast,822521300
408,sth,566497900
409,the,316066500
410,hey,381038100
411,eyd,1462468500
412,ydi,1396796200
413,did,379476100
414,idi,826991800
415,din,890938300
416,int,1330090100
417,nth,1265873900
418,the,380867900
419,heb,764272800
420,ebe,763157400
421,bet,444779200
422,ett,380916600
423,ttl,631343200
424,tle,761256900
425,les,1458180500
426,esc,1455211900
427,sch,378107600
428,cho,633131400
429,hoo,635043200
430,ool,442650300
